year,rank,song,artist,artist_original,artist_clean
1984,15,Girls Just Want to Have Fun,Cyndi Lauper,Cyndi Lauper,Cyndi Lauper
1984,16,The Reflex,Duran Duran,Duran Duran,Duran Duran
1984,17,Time After Time,Cyndi Lauper,Cyndi Lauper,Cyndi Lauper
1984,18,Jump (For My Love),The Pointer Sisters,The Pointer Sisters,The Pointer Sisters
1984,19,Talking in Your Sleep,The Romantics,The Romantics,The Romantics
1984,20,Self Control,Laura Branigan,Laura Branigan,Laura Branigan
1984,21,Let's Go Crazy,"Prince,the Revolution","Prince,the Revolution",Prince
1984,22,Say It Isn't So,Daryl Hall & John Oates,Daryl Hall & John Oates,Daryl Hall
1984,23,Hold Me Now,Thompson Twins,Thompson Twins,Thompson Twins
1984,24,Joanna,Kool & the Gang,Kool & the Gang,Kool
1984,25,I Just Called to Say I Love You,Stevie Wonder,Stevie Wonder,Stevie Wonder
1984,26,Somebody's Watching Me,Rockwell,Rockwell,Rockwell
1984,27,Break My Stride,Matthew Wilder,Matthew Wilder,Matthew Wilder
1984,28,99 Luftballons,Nena,Nena,Nena
1984,29,I Can Dream About You,Dan Hartman,Dan Hartman,Dan Hartman
1984,30,The Glamorous Life,Sheila E.,Sheila E.,Sheila E.
1984,31,Oh Sherrie,Steve Perry,Steve Perry,Steve Perry
1984,32,Stuck on You,Lionel Richie,Lionel Richie,Lionel Richie
1984,33,I Guess That's Why They Call It the Blues,Elton John,Elton John,Elton John
1984,34,She Bop,Cyndi Lauper,Cyndi Lauper,Cyndi Lauper
1984,35,Borderline,Madonna,Madonna,Madonna
1984,36,Sunglasses at Night,Corey Hart,Corey Hart,Corey Hart
1984,37,Eyes Without a Face,Billy Idol,Billy Idol,Billy Idol
1984,38,Here Comes the Rain Again,Eurythmics,Eurythmics,Eurythmics
1984,39,Uptown Girl,Billy Joel,Billy Joel,Billy Joel
1984,40,Sister Christian,Night Ranger,Night Ranger,Night Ranger
1984,41,Drive,The Cars,The Cars,The Cars
1984,42,Twist of Fate,Olivia Newton-John,Olivia Newton-John,Olivia Newton-John
1984,43,Union of the Snake,Duran Duran,Duran Duran,Duran Duran
1984,44,The Heart of Rock & Roll,Huey Lewis and the News,Huey Lewis and the News,Huey Lewis
1984,45,Hard Habit to Break,Chicago,Chicago,Chicago
1984,46,The Warrior,Scandal,Scandal,Sc
1984,47,If Ever You're in My Arms Again,Peabo Bryson,Peabo Bryson,Peabo Bryson
1984,48,Automatic,The Pointer Sisters,The Pointer Sisters,The Pointer Sisters
1984,49,Let the Music Play,Shannon,Shannon,Shannon
1984,50,To All the Girls I've Loved Before,"Julio Iglesias,Willie Nelson","Julio Iglesias,Willie Nelson",Julio Iglesias
1984,51,Caribbean Queen (No More Love on the Run),Billy Ocean,Billy Ocean,Billy Ocean
1984,52,That's All,Genesis,Genesis,Genesis
1984,53,Running with the Night,Lionel Richie,Lionel Richie,Lionel Richie
1984,54,Sad Songs (Say So Much),Elton John,Elton John,Elton John
1984,55,I Want a New Drug,Huey Lewis and the News,Huey Lewis and the News,Huey Lewis
1984,56,Islands in the Stream,"Kenny Rogers,Dolly Parton","Kenny Rogers,Dolly Parton",Kenny Rogers
1984,57,Love Is a Battlefield,Pat Benatar,Pat Benatar,Pat Benatar
1984,58,Infatuation,Rod Stewart,Rod Stewart,Rod Stewart
1984,59,Almost Paradise,"Mike Reno,Ann Wilson","Mike Reno,Ann Wilson",Mike Reno
1984,60,Legs,ZZ Top,ZZ Top,ZZ Top
1984,61,State of Shock,The Jacksons,The Jacksons,The Jacksons
1984,62,Love Somebody,Rick Springfield,Rick Springfield,Rick Springfield
1984,63,Miss Me Blind,Culture Club,Culture Club,Culture Club
1984,64,If This Is It,Huey Lewis and the News,Huey Lewis and the News,Huey Lewis
1984,65,You Might Think,The Cars,The Cars,The Cars
1984,66,Lucky Star,Madonna,Madonna,Madonna
1984,67,Cover Me,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen
1984,68,Cum on Feel the Noize,Quiet Riot,Quiet Riot,Quiet Riot
1984,69,Breakdance,Irene Cara,Irene Cara,Irene Cara
1984,70,Adult Education,Daryl Hall & John Oates,Daryl Hall & John Oates,Daryl Hall
1984,71,They Don't Know,Tracey Ullman,Tracey Ullman,Tracey Ullman
1984,72,An Innocent Man,Billy Joel,Billy Joel,Billy Joel
1984,73,Cruel Summer,Bananarama,Bananarama,Bananarama
1984,74,Dance Hall Days,Wang Chung,Wang Chung,Wang Chung
1984,75,Give It Up,KC and the Sunshine Band,KC and the Sunshine Band,KC
1984,76,I'm So Excited,The Pointer Sisters,The Pointer Sisters,The Pointer Sisters
1984,77,I Still Can't Get Over Loving You,Ray Parker Jr.,Ray Parker Jr.,Ray Parker Jr.
1984,78,Thriller,Michael Jackson,Michael Jackson,Michael Jackson
1984,79,Holiday,Madonna,Madonna,Madonna
1984,80,Breakin'... There's No Stopping Us,Ollie & Jerry,Ollie & Jerry,Ollie
1984,81,Nobody Told Me,John Lennon,John Lennon,John Lennon
1984,82,Church of the Poison Mind,Culture Club,Culture Club,Culture Club
1984,83,Think of Laura,Christopher Cross,Christopher Cross,Christopher Cross
1984,84,Time Will Reveal,DeBarge,DeBarge,DeBarge
1984,85,Wrapped Around Your Finger,The Police,The Police,The Police
1984,86,Pink Houses,John Cougar Mellencamp,John Cougar Mellencamp,John Cougar Mellencamp
1984,87,Round and Round,Ratt,Ratt,Ratt
1984,88,Head over Heels,The Go-Go's,The Go-Go's,The Go-Go's
1984,89,The Longest Time,Billy Joel,Billy Joel,Billy Joel
1984,90,Kool & the Gang,,,
1984,91,Got a Hold on Me,Christine McVie,Christine McVie,Christine McVie
1984,92,Dancing in the Sheets,Shalamar,Shalamar,Shalamar
1984,93,Undercover of the Night,The Rolling Stones,The Rolling Stones,The Rolling Stones
1984,94,On the Dark Side,John Cafferty and the Beaver Brown Band,John Cafferty and the Beaver Brown Band,John Cafferty
1984,95,New Moon on Monday,Duran Duran,Duran Duran,Duran Duran
1984,96,Major Tom (Coming Home),Peter Schilling,Peter Schilling,Peter Schilling
1984,97,Magic,The Cars,The Cars,The Cars
1984,98,When You Close Your Eyes,Night Ranger,Night Ranger,Night Ranger
1984,99,Rock Me Tonite,Billy Squier,Billy Squier,Billy Squier
1984,100,Yah Mo B There,"James Ingram,Michael McDonald","James Ingram,Michael McDonald",James Ingram
1985,1,Careless Whisper,George Michael,George Michael,George Michael
1985,2,Like a Virgin,Madonna,Madonna,Madonna
1985,3,Wake Me Up Before You Go-Go,Wham!,Wham!,Wham!
1985,4,I Want to Know What Love Is,Foreigner,Foreigner,Foreigner
1985,5,I Feel for You,Chaka Khan,Chaka Khan,Chaka Khan
1985,6,Out of Touch,Daryl Hall & John Oates,Daryl Hall & John Oates,Daryl Hall
1985,7,Everybody Wants to Rule the World,Tears for Fears,Tears for Fears,Tears for Fears
1985,8,Money for Nothing,Dire Straits,Dire Straits,Dire Straits
1985,9,Crazy for You,Madonna,Madonna,Madonna
1985,10,Take On Me,a-ha,a-ha,a-ha
1985,11,Everytime You Go Away,Paul Young,Paul Young,Paul Young
1985,12,Easy Lover,"Philip Bailey,Phil Collins","Philip Bailey,Phil Collins",Philip Bailey
1985,13,Can't Fight This Feeling,REO Speedwagon,REO Speedwagon,REO Speedwagon
1985,14,We Built This City,Starship,Starship,Starship
1985,15,The Power of Love,Huey Lewis and the News,Huey Lewis and the News,Huey Lewis
1985,16,Don't You (Forget About Me),Simple Minds,Simple Minds,Simple Minds
1985,17,Cherish,Kool & the Gang,Kool & the Gang,Kool
1985,18,St. Elmo's Fire (Man in Motion),John Parr,John Parr,John Parr
1985,19,The Heat Is On,Glenn Frey,Glenn Frey,Glenn Frey
1985,20,We Are the World,USA for Africa,USA for Africa,USA for Africa
1985,21,Shout,Tears for Fears,Tears for Fears,Tears for Fears
1985,22,Part-Time Lover,Stevie Wonder,Stevie Wonder,Stevie Wonder
1985,23,Saving All My Love for You,Whitney Houston,Whitney Houston,Whitney Houston
1985,24,Heaven,Bryan Adams,Bryan Adams,Bryan Adams
1985,25,Everything She Wants,Wham!,Wham!,Wham!
1985,26,Cool It Now,New Edition,New Edition,New Edition
1985,27,Miami Vice Theme,Jan Hammer,Jan Hammer,Jan Hammer
1985,28,Loverboy,Billy Ocean,Billy Ocean,Billy Ocean
1985,29,Lovergirl,Teena Marie,Teena Marie,Teena Marie
1985,30,You Belong to the City,Glenn Frey,Glenn Frey,Glenn Frey
1985,31,Oh Sheila,Ready for the World,Ready for the World,Ready for the World
1985,32,Rhythm of the Night,DeBarge,DeBarge,DeBarge
1985,33,One More Night,Phil Collins,Phil Collins,Phil Collins
1985,34,Sea of Love,The Honeydrippers,The Honeydrippers,The Honeydrippers
1985,35,A View to a Kill,Duran Duran,Duran Duran,Duran Duran
1985,36,The Wild Boys,Duran Duran,Duran Duran,Duran Duran
1985,37,You're the Inspiration,Chicago,Chicago,Chicago
1985,38,Neutron Dance,The Pointer Sisters,The Pointer Sisters,The Pointer Sisters
1985,39,We Belong,Pat Benatar,Pat Benatar,Pat Benatar
1985,40,Nightshift,Commodores,Commodores,Commodores
1985,41,Things Can Only Get Better,Howard Jones,Howard Jones,Howard Jones
1985,42,All I Need,Jack Wagner,Jack Wagner,Jack Wagner
1985,43,Freeway of Love,Aretha Franklin,Aretha Franklin,Aretha Franklin
1985,44,Never Surrender,Corey Hart,Corey Hart,Corey Hart
1985,45,Sussudio,Phil Collins,Phil Collins,Phil Collins
1985,46,Strut,Sheena Easton,Sheena Easton,Sheena Easton
1985,47,You Give Good Love,Whitney Houston,Whitney Houston,Whitney Houston
1985,48,The Search Is Over,Survivor,Survivor,Survivor
1985,49,Missing You,Diana Ross,Diana Ross,Diana Ross
1985,50,Separate Lives,"Phil Collins,Marilyn Martin","Phil Collins,Marilyn Martin",Phil Collins
1985,51,Raspberry Beret,"Prince,the Revolution","Prince,the Revolution",Prince
1985,52,Suddenly,Billy Ocean,Billy Ocean,Billy Ocean
1985,53,The Boys of Summer,Don Henley,Don Henley,Don Henley
1985,54,One Night in Bangkok,Murray Head,Murray Head,Murray Head
1985,55,If You Love Somebody Set Them Free,Sting,Sting,Sting
1985,56,Obsession,Animotion,Animotion,Animotion
1985,57,We Don't Need Another Hero (Thunderdome),Tina Turner,Tina Turner,Tina Turner
1985,58,Material Girl,Madonna,Madonna,Madonna
1985,59,Better Be Good to Me,Tina Turner,Tina Turner,Tina Turner
1985,60,Head over Heels,Tears for Fears,Tears for Fears,Tears for Fears
1985,61,Axel F,Harold Faltermeyer,Harold Faltermeyer,Harold Faltermeyer
1985,62,Smooth Operator,Sade,Sade,Sade
1985,63,In My House,Mary Jane Girls,Mary Jane Girls,Mary Jane Girls
1985,64,Don't Lose My Number,Phil Collins,Phil Collins,Phil Collins
1985,65,All Through the Night,Cyndi Lauper,Cyndi Lauper,Cyndi Lauper
1985,66,Run to You,Bryan Adams,Bryan Adams,Bryan Adams
1985,67,Glory Days,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen
1985,68,Voices Carry,'Til Tuesday,'Til Tuesday,'Til Tuesday
1985,69,Misled,Kool & the Gang,Kool & the Gang,Kool
1985,70,Would I Lie to You?,Eurythmics,Eurythmics,Eurythmics
1985,71,Be Near Me,ABC,ABC,ABC
1985,72,No More Lonely Nights,Paul McCartney,Paul McCartney,Paul McCartney
1985,73,I Can't Hold Back,Survivor,Survivor,Survivor
1985,74,Summer of '69,Bryan Adams,Bryan Adams,Bryan Adams
1985,75,Walking on Sunshine,Katrina and the Waves,Katrina and the Waves,Katrina
1985,76,Freedom,Wham!,Wham!,Wham!
1985,77,Too Late for Goodbyes,Julian Lennon,Julian Lennon,Julian Lennon
1985,78,Valotte,,,
1985,79,Some Like It Hot,The Power Station,The Power Station,The Power Station
1985,80,Solid,Ashford & Simpson,Ashford & Simpson,Ashford
1985,81,Angel,Madonna,Madonna,Madonna
1985,82,I'm on Fire,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen
1985,83,Method of Modern Love,Daryl Hall & John Oates,Daryl Hall & John Oates,Daryl Hall
1985,84,Lay Your Hands on Me,Thompson Twins,Thompson Twins,Thompson Twins
1985,85,Who's Holding Donna Now,DeBarge,DeBarge,DeBarge
1985,86,Lonely Ol' Night,John Cougar Mellencamp,John Cougar Mellencamp,John Cougar Mellencamp
1985,87,What About Love,Heart,Heart,Heart
1985,88,California Girls,David Lee Roth,David Lee Roth,David Lee Roth
1985,89,Fresh,Kool & the Gang,Kool & the Gang,Kool
1985,90,Do What You Do,Jermaine Jackson,Jermaine Jackson,Jermaine Jackson
1985,91,Jungle Love,The Time,The Time,The Time
1985,92,Born in the U.S.A.,Bruce Springsteen,Bruce Springsteen,Bruce Springsteen
1985,93,Private Dancer,Tina Turner,Tina Turner,Tina Turner
1985,94,Who's Zoomin' Who,Aretha Franklin,Aretha Franklin,Aretha Franklin
1985,95,Fortress Around Your Heart,Sting,Sting,Sting
1985,96,Penny Lover,Lionel Richie,Lionel Richie,Lionel Richie
1985,97,All She Wants to Do Is Dance,Don Henley,Don Henley,Don Henley
1985,98,Dress You Up,Madonna,Madonna,Madonna
1985,99,Sentimental Street,Night Ranger,Night Ranger,Night Ranger
1985,100,Sugar Walls,Sheena Easton,Sheena Easton,Sheena Easton
1986,1,That's What Friends Are For,"Dionne Warwick,Gladys Knight,Elton John,Stevie Wonder","Dionne Warwick,Gladys Knight,Elton John,Stevie Wonder",Dionne Warwick
1986,2,"Say You, Say Me",Lionel Richie,Lionel Richie,Lionel Richie
1986,3,I Miss You,Klymaxx,Klymaxx,Klyma
1986,4,On My Own,"Patti LaBelle,Michael McDonald","Patti LaBelle,Michael McDonald",Patti LaBelle
1986,5,Broken Wings,Mr. Mister,Mr. Mister,Mr. Mister
1986,6,How Will I Know,Whitney Houston,Whitney Houston,Whitney Houston
1986,7,Party All the Time,Eddie Murphy,Eddie Murphy,Eddie Murphy
1986,8,Burning Heart,Survivor,Survivor,Survivor
1986,9,Kyrie,Mr. Mister,Mr. Mister,Mr. Mister
1986,10,Addicted to Love,Robert Palmer,Robert Palmer,Robert Palmer
1986,11,The Greatest Love of All,Whitney Houston,Whitney Houston,Whitney Houston
1986,12,Secret Lovers,Atlantic Starr,Atlantic Starr,Atlantic Starr
1986,13,Friends and Lovers,"Gloria Loring,Carl Anderson","Gloria Loring,Carl Anderson",Gloria Loring
1986,14,Glory of Love,Peter Cetera,Peter Cetera,Peter Cetera
1986,15,West End Girls,Pet Shop Boys,Pet Shop Boys,Pet Shop Boys
1986,16,There'll Be Sad Songs (To Make You Cry),Billy Ocean,Billy Ocean,Billy Ocean
1986,17,Alive and Kicking,Simple Minds,Simple Minds,Simple Minds
1986,18,Never,Heart,Heart,Heart
1986,19,Kiss,"Prince,The Revolution","Prince,The Revolution",Prince
1986,20,Higher Love,Steve Winwood,Steve Winwood,Steve Winwood
1986,21,Stuck with You,Huey Lewis and the News,Huey Lewis and the News,Huey Lewis
1986,22,Holding Back the Years,Simply Red,Simply Red,Simply Red
1986,23,Sledgehammer,Peter Gabriel,Peter Gabriel,Peter Gabriel
1986,24,Sara,Starship,Starship,Starship
1986,25,Human,The Human League,The Human League,The Human League
1986,26,I Can't Wait,Nu Shooz,Nu Shooz,Nu Shooz
1986,27,Take My Breath Away,Berlin,Berlin,Berlin
1986,28,Rock Me Amadeus,Falco,Falco,Falco
1986,29,Papa Don't Preach,Madonna,Madonna,Madonna
1986,30,You Give Love a Bad Name,Bon Jovi,Bon Jovi,Bon Jovi
1986,31,"When the Going Gets Tough, the Tough Get Going",Billy Ocean,Billy Ocean,Billy Ocean
1986,32,When I Think of You,Janet Jackson,Janet Jackson,Janet Jackson
1986,33,These Dreams,Heart,Heart,Heart
1986,34,Don't Forget Me (When I'm Gone),Glass Tiger,Glass Tiger,Glass Tiger
1986,35,Live to Tell,Madonna,Madonna,Madonna
1986,36,Mad About You,Belinda Carlisle,Belinda Carlisle,Belinda Carlisle
1986,37,Something About You,Level 42,Level 42,Level 42
1986,38,Venus,Bananarama,Bananarama,Bananarama
1986,39,Dancing on the Ceiling,Lionel Richie,Lionel Richie,Lionel Richie
1986,40,Conga,Miami Sound Machine,Miami Sound Machine,Miami Sound Machine
1986,41,True Colors,Cyndi Lauper,Cyndi Lauper,Cyndi Lauper
1986,42,Danger Zone,Kenny Loggins,Kenny Loggins,Kenny Loggins
1986,43,What Have You Done For Me Lately,Janet Jackson,Janet Jackson,Janet Jackson
1986,44,No One Is to Blame,Howard Jones,Howard Jones,Howard Jones
1986,45,Let's Go All the Way,Sly Fox,Sly Fox,Sly Fo
1986,46,I Didn't Mean to Turn You On,Robert Palmer,Robert Palmer,Robert Palmer
1986,47,Words Get in the Way,Miami Sound Machine,Miami Sound Machine,Miami Sound Machine
1986,48,Manic Monday,The Bangles,The Bangles,The Bangles
1986,49,Walk of Life,Dire Straits,Dire Straits,Dire Straits
1986,50,Amanda,Boston,Boston,Boston
1986,51,Two of Hearts,Stacey Q,Stacey Q,Stacey Q
1986,52,Crush on You,The Jets,The Jets,The Jets
1986,53,If You Leave,Orchestral Manoeuvres in the Dark,Orchestral Manoeuvres in the Dark,Orchestral Manoeuvres in the Dark
1986,54,Invisible Touch,Genesis,Genesis,Genesis
1986,55,The Sweetest Taboo,Sade,Sade,Sade
1986,56,What You Need,INXS,INXS,IN
1986,57,Talk to Me,Stevie Nicks,Stevie Nicks,Stevie Nicks
1986,58,Nasty,Janet Jackson,Janet Jackson,Janet Jackson
1986,59,Take Me Home Tonight,Eddie Money,Eddie Money,Eddie Money
1986,60,We Don't Have to Take Our Clothes Off,Jermaine Stewart,Jermaine Stewart,Jermaine Stewart
1986,61,All Cried Out,Lisa Lisa and Cult Jam,Lisa Lisa and Cult Jam,Lisa Lisa
1986,62,Your Love,The Outfield,The Outfield,The Outfield
1986,63,I'm Your Man,Wham!,Wham!,Wham!
1986,64,Perfect Way,Scritti Politti,Scritti Politti,Scritti Politti
1986,65,Living in America,James Brown,James Brown,James Brown
1986,66,R.O.C.K. in the U.S.A.,John Cougar Mellencamp,John Cougar Mellencamp,John Cougar Mellencamp
1986,67,Who's Johnny,El DeBarge,El DeBarge,El DeBarge
1986,68,Word Up!,Cameo,Cameo,Cameo
1986,69,Why Can't This Be Love,Van Halen,Van Halen,Van Halen
1986,70,Silent Running (On Dangerous Ground),Mike + The Mechanics,Mike + The Mechanics,Mike
1986,71,Typical Male,Tina Turner,Tina Turner,Tina Turner
1986,72,Small Town,John Cougar Mellencamp,John Cougar Mellencamp,John Cougar Mellencamp
1986,73,Tarzan Boy,Baltimora,Baltimora,Baltimora
1986,74,All I Need Is a Miracle,Mike + The Mechanics,Mike + The Mechanics,Mike
1986,75,Sweet Freedom,Michael McDonald,Michael McDonald,Michael McDonald
1986,76,True Blue,Madonna,Madonna,Madonna
1986,77,Rumors,Timex Social Club,Timex Social Club,Time
1986,78,Life in a Northern Town,Dream Academy,Dream Academy,Dream Academy
1986,79,Bad Boy,Miami Sound Machine,Miami Sound Machine,Miami Sound Machine
1986,80,Sleeping Bag,ZZ Top,ZZ Top,ZZ Top
1986,81,Tonight She Comes,The Cars,The Cars,The Cars
1986,82,Love Touch,Rod Stewart,Rod Stewart,Rod Stewart
1986,83,A Love Bizarre,Sheila E.,Sheila E.,Sheila E.
1986,84,Throwing It All Away,Genesis,Genesis,Genesis
1986,85,Baby Love,Regina,Regina,Regina
1986,86,Election Day,Arcadia,Arcadia,Arcadia
1986,87,Nikita,Elton John,Elton John,Elton John
1986,88,Take Me Home,Phil Collins,Phil Collins,Phil Collins
1986,89,Walk This Way,"Run–D.M.C.,Aerosmith","Run–D.M.C.,Aerosmith",Run–D.M.C.
1986,90,Sweet Love,Anita Baker,Anita Baker,Anita Baker
1986,91,Your Wildest Dreams,Moody Blues,Moody Blues,Moody Blues
1986,92,Spies Like Us,Paul McCartney,Paul McCartney,Paul McCartney
1986,93,Object of My Desire,Starpoint,Starpoint,Starpoint
1986,94,Dreamtime,Daryl Hall,Daryl Hall,Daryl Hall
1986,95,Tender Love,Force MDs,Force MDs,Force MDs
1986,96,King for a Day,Thompson Twins,Thompson Twins,Thompson Twins
1986,97,Love Will Conquer All,Lionel Richie,Lionel Richie,Lionel Richie
1986,98,A Different Corner,George Michael,George Michael,George Michael
1986,99,I'll Be Over You,Toto,Toto,Toto
1986,100,Go Home,Stevie Wonder,Stevie Wonder,Stevie Wonder
1987,1,Walk Like An Egyptian,The Bangles,The Bangles,The Bangles
1987,2,Alone,Heart,Heart,Heart
1987,3,Shake You Down,Gregory Abbott,Gregory Abbott,Gregory Abbott
1987,4,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,Whitney Houston,Whitney Houston
1987,5,Nothing's Gonna Stop Us Now,Starship,Starship,Starship
1987,6,C'est La Vie,Robbie Nevil,Robbie Nevil,Robbie Nevil
1987,7,Here I Go Again,Whitesnake,Whitesnake,Whitesnake
1987,8,The Way It Is,Bruce Hornsby and the Range,Bruce Hornsby and the Range,Bruce Hornsby
1987,9,Shakedown,Bob Seger,Bob Seger,Bob Seger
1987,10,Livin' on a Prayer,Bon Jovi,Bon Jovi,Bon Jovi
1987,11,La Bamba,Los Lobos,Los Lobos,Los Lobos
1987,12,Everybody Have Fun Tonight,Wang Chung,Wang Chung,Wang Chung
1987,13,Don't Dream It's Over,Crowded House,Crowded House,Crowded House
1987,14,Always,Atlantic Starr,Atlantic Starr,Atlantic Starr
1987,15,With or Without You,U2,U2,U2
1987,16,Looking for a New Love,Jody Watley,Jody Watley,Jody Watley
1987,17,Head to Toe,Lisa Lisa and Cult Jam,Lisa Lisa and Cult Jam,Lisa Lisa
1987,18,I Think We're Alone Now,Tiffany,Tiffany,Tiffany
1987,19,Mony Mony,Billy Idol,Billy Idol,Billy Idol
1987,20,At This Moment,Billy Vera and the Beaters,Billy Vera and the Beaters,Billy Vera
1987,21,The Lady in Red,Chris de Burgh,Chris de Burgh,Chris de Burgh
1987,22,Didn't We Almost Have It All,Whitney Houston,Whitney Houston,Whitney Houston
1987,23,I Still Haven't Found What I'm Looking For,U2,U2,U2
1987,24,I Want Your Sex,George Michael,George Michael,George Michael
1987,25,Notorious,Duran Duran,Duran Duran,Duran Duran
1987,26,Only in My Dreams,Debbie Gibson,Debbie Gibson,Debbie Gibson
1987,27,(I've Had) The Time of My Life,"Bill Medley,Jennifer Warnes","Bill Medley,Jennifer Warnes",Bill Medley
1987,28,The Next Time I Fall,"Peter Cetera,Amy Grant","Peter Cetera,Amy Grant",Peter Cetera
1987,29,Lean on Me,Club Nouveau,Club Nouveau,Club Nouveau
